Codigo_IBGE,Municipio,UF,Regiao,Populacao_2024,Faixa_populacao,Onibus_intramunicipal,Onibus_intermunicipal,Intermunicipal_circula_interno,Frota_adaptada_PCD,Tem_onibus_publico_local,Classificacao,Status_Verificacao_Web,Fonte_Verificacao,Data_Verificacao,Observacao_Verificacao
5203609,Brazabrantes,GO,5 - Centro-Oeste,4149,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5203807,Britânia,GO,5 - Centro-Oeste,5788,2 - 5001 até 10000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,Buscas retornaram apenas transporte intermunicipal/interestadual (Britânia-GO),2026-08-10,Nenhuma evidência específica de ônibus urbano intramunicipal encontrada
5203906,Buriti Alegre,GO,5 - Centro-Oeste,10831,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5203939,Buriti de Goiás,GO,5 - Centro-Oeste,2789,1 - Até 5000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5203962,Buritinópolis,GO,5 - Centro-Oeste,3154,1 - Até 5000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5204003,Cabeceiras,GO,5 - Centro-Oeste,7678,2 - 5001 até 10000,Sim,Sim,Sim,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5204102,Cachoeira Alta,GO,5 - Centro-Oeste,11789,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5204201,Cachoeira de Goiás,GO,5 - Centro-Oeste,1419,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5204250,Cachoeira Dourada,GO,5 - Centro-Oeste,7801,2 - 5001 até 10000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5204300,Caçu,GO,5 - Centro-Oeste,14006,3 - 10001 até 20000,Sim,Não,-,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5204409,Caiapônia,GO,5 - Centro-Oeste,16655,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5204508,Caldas Novas,GO,5 - Centro-Oeste,104788,6 - 100001 até 500000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5204557,Caldazinha,GO,5 - Centro-Oeste,4735,1 - Até 5000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5204607,Campestre de Goiás,GO,5 - Centro-Oeste,3854,1 - Até 5000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5204656,Campinaçu,GO,5 - Centro-Oeste,3758,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5204706,Campinorte,GO,5 - Centro-Oeste,12879,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5204805,Campo Alegre de Goiás,GO,5 - Centro-Oeste,7711,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5204854,Campo Limpo de Goiás,GO,5 - Centro-Oeste,8449,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5204904,Campos Belos,GO,5 - Centro-Oeste,18258,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5204953,Campos Verdes,GO,5 - Centro-Oeste,3899,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5205000,Carmo do Rio Verde,GO,5 - Centro-Oeste,9937,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5205059,Castelândia,GO,5 - Centro-Oeste,2921,1 - Até 5000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5205109,Catalão,GO,5 - Centro-Oeste,120789,6 - 100001 até 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5205208,Caturaí,GO,5 - Centro-Oeste,5318,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5205307,Cavalcante,GO,5 - Centro-Oeste,9721,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5205406,Ceres,GO,5 - Centro-Oeste,22484,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Apenas linha intermunicipal Goiânia-Ceres; sem fonte específica sobre ônibus urbano interno. Mantido dado original do MUNIC.
5205455,Cezarina,GO,5 - Centro-Oeste,8265,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5205471,Chapadão do Céu,GO,5 - Centro-Oeste,13897,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5205497,Cidade Ocidental,GO,5 - Centro-Oeste,98963,5 - 50001 até 100000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5205513,Cocalzinho de Goiás,GO,5 - Centro-Oeste,26638,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5205521,Colinas do Sul,GO,5 - Centro-Oeste,4153,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5205703,Córrego do Ouro,GO,5 - Centro-Oeste,2456,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5205802,Corumbá de Goiás,GO,5 - Centro-Oeste,10714,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5205901,Corumbaíba,GO,5 - Centro-Oeste,9416,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5206206,Cristalina,GO,5 - Centro-Oeste,65705,5 - 50001 até 100000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5206305,Cristianópolis,GO,5 - Centro-Oeste,3630,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5206404,Crixás,GO,5 - Centro-Oeste,17445,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5206503,Cromínia,GO,5 - Centro-Oeste,3977,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5206602,Cumari,GO,5 - Centro-Oeste,2955,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5206701,Damianópolis,GO,5 - Centro-Oeste,3884,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5206800,Damolândia,GO,5 - Centro-Oeste,2755,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5206909,Davinópolis,GO,5 - Centro-Oeste,1901,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5207105,Diorama,GO,5 - Centro-Oeste,2023,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5207253,Doverlândia,GO,5 - Centro-Oeste,6895,2 - 5001 até 10000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5207352,Edealina,GO,5 - Centro-Oeste,4087,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5207402,Edéia,GO,5 - Centro-Oeste,11953,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5207501,Estrela do Norte,GO,5 - Centro-Oeste,3224,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5207535,Faina,GO,5 - Centro-Oeste,7164,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5207600,Fazenda Nova,GO,5 - Centro-Oeste,5878,2 - 5001 até 10000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,"Resultado sobre 'Fazenda Nova' é bairro/linha de ônibus em Goiânia-GO, não o município Fazenda Nova-GO (homônimo/confusão)",2026-08-10,Confusão com bairro homônimo em Goiânia-GO
5207808,Firminópolis,GO,5 - Centro-Oeste,10365,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5207907,Flores de Goiás,GO,5 - Centro-Oeste,14156,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5208004,Formosa,GO,5 - Centro-Oeste,120478,6 - 100001 até 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5208103,Formoso,GO,5 - Centro-Oeste,4681,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5208152,Gameleira de Goiás,GO,5 - Centro-Oeste,3542,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5208301,Divinópolis de Goiás,GO,5 - Centro-Oeste,4440,1 - Até 5000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5208400,Goianápolis,GO,5 - Centro-Oeste,14555,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5208509,Goiandira,GO,5 - Centro-Oeste,4986,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5208608,Goianésia,GO,5 - Centro-Oeste,77014,5 - 50001 até 100000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5208707,Goiânia,GO,5 - Centro-Oeste,1494599,7 - Maior que 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Sistema de transporte público municipal amplamente documentado (site da prefeitura/empresa de transporte municipal),2026-08-07,Capital estadual com sistema de ônibus urbano consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
5208806,Goianira,GO,5 - Centro-Oeste,78754,5 - 50001 até 100000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5208905,Goiás,GO,5 - Centro-Oeste,24233,4 - 20001 até 50000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5209101,Goiatuba,GO,5 - Centro-Oeste,36777,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5209150,Gouvelândia,GO,5 - Centro-Oeste,4356,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5209200,Guapó,GO,5 - Centro-Oeste,20588,4 - 20001 até 50000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5209291,Guaraíta,GO,5 - Centro-Oeste,2185,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5209408,Guarani de Goiás,GO,5 - Centro-Oeste,4106,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5209457,Guarinos,GO,5 - Centro-Oeste,2165,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5209606,Heitoraí,GO,5 - Centro-Oeste,3360,1 - Até 5000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5209705,Hidrolândia,GO,5 - Centro-Oeste,29827,4 - 20001 até 50000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5209804,Hidrolina,GO,5 - Centro-Oeste,3514,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5209903,Iaciara,GO,5 - Centro-Oeste,10430,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5209937,Inaciolândia,GO,5 - Centro-Oeste,6061,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5209952,Indiara,GO,5 - Centro-Oeste,17747,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Apenas linha intermunicipal Goiânia-Indiara; sem fonte específica sobre ônibus urbano interno. Mantido dado original do MUNIC.
5210000,Inhumas,GO,5 - Centro-Oeste,53629,5 - 50001 até 100000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5210109,Ipameri,GO,5 - Centro-Oeste,26163,4 - 20001 até 50000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5210158,Ipiranga de Goiás,GO,5 - Centro-Oeste,2964,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5210208,Iporá,GO,5 - Centro-Oeste,36983,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Apenas informações sobre linhas intermunicipais; sem fonte específica sobre ônibus urbano dentro da cidade. Mantido dado original do MUNIC.
5210307,Israelândia,GO,5 - Centro-Oeste,2540,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5210406,Itaberaí,GO,5 - Centro-Oeste,46943,4 - 20001 até 50000,Sim,Sim,Não,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5210562,Itaguari,GO,5 - Centro-Oeste,5088,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5210604,Itaguaru,GO,5 - Centro-Oeste,4880,1 - Até 5000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5210802,Itajá,GO,5 - Centro-Oeste,4328,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5210901,Itapaci,GO,5 - Centro-Oeste,21708,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5211008,Itapirapuã,GO,5 - Centro-Oeste,8125,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5211206,Itapuranga,GO,5 - Centro-Oeste,26574,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal ou localidades homônimas; sem confirmação confiável específica. Mantido dado original do MUNIC.
5211305,Itarumã,GO,5 - Centro-Oeste,6142,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5211404,Itauçu,GO,5 - Centro-Oeste,7701,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5211503,Itumbiara,GO,5 - Centro-Oeste,112289,6 - 100001 até 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5211602,Ivolândia,GO,5 - Centro-Oeste,2729,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5211701,Jandaia,GO,5 - Centro-Oeste,6360,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5211800,Jaraguá,GO,5 - Centro-Oeste,46427,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5211909,Jataí,GO,5 - Centro-Oeste,110404,6 - 100001 até 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5212006,Jaupaci,GO,5 - Centro-Oeste,2946,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5212055,Jesúpolis,GO,5 - Centro-Oeste,2124,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5212105,Joviânia,GO,5 - Centro-Oeste,7247,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5212204,Jussara,GO,5 - Centro-Oeste,19901,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5212253,Lagoa Santa,GO,5 - Centro-Oeste,1426,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5212303,Leopoldo de Bulhões,GO,5 - Centro-Oeste,9035,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5212501,Luziânia,GO,5 - Centro-Oeste,218872,6 - 100001 até 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5212600,Mairipotaba,GO,5 - Centro-Oeste,2618,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5212709,Mambaí,GO,5 - Centro-Oeste,8405,2 - 5001 até 10000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5212808,Mara Rosa,GO,5 - Centro-Oeste,10815,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5212907,Marzagão,GO,5 - Centro-Oeste,2893,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5212956,Matrinchã,GO,5 - Centro-Oeste,4033,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5213004,Maurilândia,GO,5 - Centro-Oeste,10239,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5213053,Mimoso de Goiás,GO,5 - Centro-Oeste,2633,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5213087,Minaçu,GO,5 - Centro-Oeste,26939,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5213103,Mineiros,GO,5 - Centro-Oeste,73781,5 - 50001 até 100000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5213400,Moiporá,GO,5 - Centro-Oeste,1693,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5213509,Monte Alegre de Goiás,GO,5 - Centro-Oeste,6613,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5213707,Montes Claros de Goiás,GO,5 - Centro-Oeste,8972,2 - 5001 até 10000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,"Fonte indica locomoção predominante por transporte particular/táxi, resultados majoritários confundidos com Montes Claros-MG",2026-08-08,"Evidência sugere ausência de ônibus urbano, mas não é fonte específica e confiável o suficiente para Confirmado"
5213756,Montividiu,GO,5 - Centro-Oeste,12957,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5213772,Montividiu do Norte,GO,5 - Centro-Oeste,3770,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5213806,Morrinhos,GO,5 - Centro-Oeste,53640,5 - 50001 até 100000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5213855,Morro Agudo de Goiás,GO,5 - Centro-Oeste,2499,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5213905,Mossâmedes,GO,5 - Centro-Oeste,4655,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,Buscas retornaram apenas rodoviária/transporte intermunicipal (Mossâmedes-GO),2026-08-13,Nenhuma evidência específica de ônibus urbano intramunicipal encontrada
